Campaign,Year,Season,Date,Observer,site,Habitat,Transect,Substrate,proportion
9,2008,Oct,18/8/2008,Xueying Han,Maatea,Fringing reef,1,Stegastes Turf,0.14
9,2008,Oct,18/8/2008,Xueying Han,Maatea,Fringing reef,1,Pavement,0.34
9,2008,Oct,18/8/2008,Xueying Han,Maatea,Fringing reef,2,Porites,0.1
9,2008,Oct,18/8/2008,Xueying Han,Maatea,Fringing reef,2,Dead coral,0.02
9,2008,Oct,18/8/2008,Xueying Han,Maatea,Fringing reef,2,Rubble,0.1
9,2008,Oct,18/8/2008,Xueying Han,Maatea,Fringing reef,2,Sand,0.64
9,2008,Oct,18/8/2008,Xueying Han,Maatea,Fringing reef,2,Stegastes Turf,0.04
9,2008,Oct,18/8/2008,Xueying Han,Maatea,Fringing reef,2,Pavement,0.1
9,2008,Oct,18/8/2008,Xueying Han,Maatea,Fringing reef,3,Porites,0.18
9,2008,Oct,18/8/2008,Xueying Han,Maatea,Fringing reef,3,Synarea,0.04
9,2008,Oct,18/8/2008,Xueying Han,Maatea,Fringing reef,3,Rubble,0.14
9,2008,Oct,18/8/2008,Xueying Han,Maatea,Fringing reef,3,Sand,0.3
9,2008,Oct,18/8/2008,Xueying Han,Maatea,Fringing reef,3,Stegastes Turf,0.12
9,2008,Oct,18/8/2008,Xueying Han,Maatea,Fringing reef,3,Pavement,0.22
9,2008,Oct,18/8/2008,Yannick Chancerelle,Maatea,Outer slope,1,Montipora,0.02
9,2008,Oct,18/8/2008,Yannick Chancerelle,Maatea,Outer slope,1,Pocillopora,0.08
9,2008,Oct,18/8/2008,Yannick Chancerelle,Maatea,Outer slope,1,Porites,0.08
9,2008,Oct,18/8/2008,Yannick Chancerelle,Maatea,Outer slope,1,Dead coral,0.02
9,2008,Oct,18/8/2008,Yannick Chancerelle,Maatea,Outer slope,1,Macroalgae,0.08
9,2008,Oct,18/8/2008,Yannick Chancerelle,Maatea,Outer slope,1,Halimeda,0.24
9,2008,Oct,18/8/2008,Yannick Chancerelle,Maatea,Outer slope,1,Rubble,0.2
9,2008,Oct,18/8/2008,Yannick Chancerelle,Maatea,Outer slope,1,Other,0.02
9,2008,Oct,18/8/2008,Yannick Chancerelle,Maatea,Outer slope,1,Pavement,0.26
9,2008,Oct,18/8/2008,Yannick Chancerelle,Maatea,Outer slope,2,Millepora,0.02
9,2008,Oct,18/8/2008,Yannick Chancerelle,Maatea,Outer slope,2,Pocillopora,0.1
9,2008,Oct,18/8/2008,Yannick Chancerelle,Maatea,Outer slope,2,Porites,0.04
9,2008,Oct,18/8/2008,Yannick Chancerelle,Maatea,Outer slope,2,Macroalgae,0.02
9,2008,Oct,18/8/2008,Yannick Chancerelle,Maatea,Outer slope,2,Halimeda,0.26
9,2008,Oct,18/8/2008,Yannick Chancerelle,Maatea,Outer slope,2,Rubble,0.2
9,2008,Oct,18/8/2008,Yannick Chancerelle,Maatea,Outer slope,2,Sand,0.02
9,2008,Oct,18/8/2008,Yannick Chancerelle,Maatea,Outer slope,2,Pavement,0.34
9,2008,Oct,18/8/2008,Yannick Chancerelle,Maatea,Outer slope,3,Acanthastrea,0.02
9,2008,Oct,18/8/2008,Yannick Chancerelle,Maatea,Outer slope,3,Leptastrea,0.02
9,2008,Oct,18/8/2008,Yannick Chancerelle,Maatea,Outer slope,3,Pocillopora,0.1
9,2008,Oct,18/8/2008,Yannick Chancerelle,Maatea,Outer slope,3,Dead coral,0.04
9,2008,Oct,18/8/2008,Yannick Chancerelle,Maatea,Outer slope,3,Macroalgae,0.02
9,2008,Oct,18/8/2008,Yannick Chancerelle,Maatea,Outer slope,3,Halimeda,0.28
9,2008,Oct,18/8/2008,Yannick Chancerelle,Maatea,Outer slope,3,Rubble,0.2
9,2008,Oct,18/8/2008,Yannick Chancerelle,Maatea,Outer slope,3,Pavement,0.32
9,2008,Oct,19/8/2008,Xueying Han,Motu Ahi,Barrier reef,1,Montipora,0.04
9,2008,Oct,19/8/2008,Xueying Han,Motu Ahi,Barrier reef,1,Rubble,0.58
9,2008,Oct,19/8/2008,Xueying Han,Motu Ahi,Barrier reef,1,Sand,0.32
9,2008,Oct,19/8/2008,Xueying Han,Motu Ahi,Barrier reef,1,Pavement,0.06
9,2008,Oct,19/8/2008,Xueying Han,Motu Ahi,Barrier reef,2,Montipora,0.02
9,2008,Oct,19/8/2008,Xueying Han,Motu Ahi,Barrier reef,2,Porites,0.06
9,2008,Oct,19/8/2008,Xueying Han,Motu Ahi,Barrier reef,2,Rubble,0.66
9,2008,Oct,19/8/2008,Xueying Han,Motu Ahi,Barrier reef,2,Sand,0.1
9,2008,Oct,19/8/2008,Xueying Han,Motu Ahi,Barrier reef,2,Pavement,0.16
9,2008,Oct,19/8/2008,Xueying Han,Motu Ahi,Barrier reef,3,Montipora,0.12
9,2008,Oct,19/8/2008,Xueying Han,Motu Ahi,Barrier reef,3,Pavona,0.02
9,2008,Oct,19/8/2008,Xueying Han,Motu Ahi,Barrier reef,3,Porites,0.04
9,2008,Oct,19/8/2008,Xueying Han,Motu Ahi,Barrier reef,3,Rubble,0.44
9,2008,Oct,19/8/2008,Xueying Han,Motu Ahi,Barrier reef,3,Sand,0.14
9,2008,Oct,19/8/2008,Xueying Han,Motu Ahi,Barrier reef,3,Other,0.02
9,2008,Oct,19/8/2008,Xueying Han,Motu Ahi,Barrier reef,3,Pavement,0.22
9,2008,Oct,19/8/2008,Xueying Han,Motu Ahi,Fringing reef,1,Montipora,0.4
9,2008,Oct,19/8/2008,Xueying Han,Motu Ahi,Fringing reef,1,Rubble,0.42
9,2008,Oct,19/8/2008,Xueying Han,Motu Ahi,Fringing reef,1,Sand,0.12
9,2008,Oct,19/8/2008,Xueying Han,Motu Ahi,Fringing reef,1,Other,0.02
9,2008,Oct,19/8/2008,Xueying Han,Motu Ahi,Fringing reef,1,Stegastes Turf,0.02
9,2008,Oct,19/8/2008,Xueying Han,Motu Ahi,Fringing reef,1,Pavement,0.02
9,2008,Oct,19/8/2008,Xueying Han,Motu Ahi,Fringing reef,2,Montipora,0.32
9,2008,Oct,19/8/2008,Xueying Han,Motu Ahi,Fringing reef,2,Synarea,0.02
9,2008,Oct,19/8/2008,Xueying Han,Motu Ahi,Fringing reef,2,Rubble,0.38
9,2008,Oct,19/8/2008,Xueying Han,Motu Ahi,Fringing reef,2,Sand,0.2
9,2008,Oct,19/8/2008,Xueying Han,Motu Ahi,Fringing reef,2,Pavement,0.08
9,2008,Oct,19/8/2008,Xueying Han,Motu Ahi,Fringing reef,3,Montipora,0.38
9,2008,Oct,19/8/2008,Xueying Han,Motu Ahi,Fringing reef,3,Porites,0.02
9,2008,Oct,19/8/2008,Xueying Han,Motu Ahi,Fringing reef,3,Halimeda,0.06
9,2008,Oct,19/8/2008,Xueying Han,Motu Ahi,Fringing reef,3,Rubble,0.24
9,2008,Oct,19/8/2008,Xueying Han,Motu Ahi,Fringing reef,3,Sand,0.02
9,2008,Oct,19/8/2008,Xueying Han,Motu Ahi,Fringing reef,3,Other,0.02
9,2008,Oct,19/8/2008,Xueying Han,Motu Ahi,Fringing reef,3,Pavement,0.26
9,2008,Oct,18/8/2008,Yannick Chancerelle,Motu Ahi,Outer slope,1,Acropora,0.14
9,2008,Oct,18/8/2008,Yannick Chancerelle,Motu Ahi,Outer slope,1,Astreopora,0.02
9,2008,Oct,18/8/2008,Yannick Chancerelle,Motu Ahi,Outer slope,1,Montipora,0.1
9,2008,Oct,18/8/2008,Yannick Chancerelle,Motu Ahi,Outer slope,1,Pocillopora,0.28
9,2008,Oct,18/8/2008,Yannick Chancerelle,Motu Ahi,Outer slope,1,Halimeda,0.06
9,2008,Oct,18/8/2008,Yannick Chancerelle,Motu Ahi,Outer slope,1,Rubble,0.08
9,2008,Oct,18/8/2008,Yannick Chancerelle,Motu Ahi,Outer slope,1,Pavement,0.32
9,2008,Oct,18/8/2008,Yannick Chancerelle,Motu Ahi,Outer slope,2,Acropora,0.06
9,2008,Oct,18/8/2008,Yannick Chancerelle,Motu Ahi,Outer slope,2,Pocillopora,0.2
9,2008,Oct,18/8/2008,Yannick Chancerelle,Motu Ahi,Outer slope,2,Porites,0.02
9,2008,Oct,18/8/2008,Yannick Chancerelle,Motu Ahi,Outer slope,2,Halimeda,0.06
9,2008,Oct,18/8/2008,Yannick Chancerelle,Motu Ahi,Outer slope,2,Rubble,0.12
9,2008,Oct,18/8/2008,Yannick Chancerelle,Motu Ahi,Outer slope,2,Sand,0.02
9,2008,Oct,18/8/2008,Yannick Chancerelle,Motu Ahi,Outer slope,2,Pavement,0.52
9,2008,Oct,18/8/2008,Yannick Chancerelle,Motu Ahi,Outer slope,3,Acropora,0.04
9,2008,Oct,18/8/2008,Yannick Chancerelle,Motu Ahi,Outer slope,3,Leptastrea,0.02
9,2008,Oct,18/8/2008,Yannick Chancerelle,Motu Ahi,Outer slope,3,Astreopora,0.02
9,2008,Oct,18/8/2008,Yannick Chancerelle,Motu Ahi,Outer slope,3,Pocillopora,0.24
9,2008,Oct,18/8/2008,Yannick Chancerelle,Motu Ahi,Outer slope,3,Halimeda,0.1
9,2008,Oct,18/8/2008,Yannick Chancerelle,Motu Ahi,Outer slope,3,Rubble,0.12
9,2008,Oct,18/8/2008,Yannick Chancerelle,Motu Ahi,Outer slope,3,Pavement,0.46
9,2008,Oct,19/8/2008,Xueying Han,Nuarei,Barrier reef,1,Acropora,0.12
9,2008,Oct,19/8/2008,Xueying Han,Nuarei,Barrier reef,1,Montipora,0.08
9,2008,Oct,19/8/2008,Xueying Han,Nuarei,Barrier reef,1,Porites,0.12
9,2008,Oct,19/8/2008,Xueying Han,Nuarei,Barrier reef,1,Rubble,0.06
9,2008,Oct,19/8/2008,Xueying Han,Nuarei,Barrier reef,1,Sand,0.46
9,2008,Oct,19/8/2008,Xueying Han,Nuarei,Barrier reef,1,Other,0.02
9,2008,Oct,19/8/2008,Xueying Han,Nuarei,Barrier reef,1,Stegastes Turf,0.06
9,2008,Oct,19/8/2008,Xueying Han,Nuarei,Barrier reef,1,Pavement,0.08
9,2008,Oct,19/8/2008,Xueying Han,Nuarei,Barrier reef,2,Acropora,0.06
9,2008,Oct,19/8/2008,Xueying Han,Nuarei,Barrier reef,2,Montipora,0.02
9,2008,Oct,19/8/2008,Xueying Han,Nuarei,Barrier reef,2,Porites,0.14
9,2008,Oct,19/8/2008,Xueying Han,Nuarei,Barrier reef,2,Synarea,0.04
9,2008,Oct,19/8/2008,Xueying Han,Nuarei,Barrier reef,2,Rubble,0.1
9,2008,Oct,19/8/2008,Xueying Han,Nuarei,Barrier reef,2,Sand,0.46
9,2008,Oct,19/8/2008,Xueying Han,Nuarei,Barrier reef,2,Pavement,0.18
9,2008,Oct,19/8/2008,Xueying Han,Nuarei,Barrier reef,3,Acropora,0.04
9,2008,Oct,19/8/2008,Xueying Han,Nuarei,Barrier reef,3,Montipora,0.16
9,2008,Oct,19/8/2008,Xueying Han,Nuarei,Barrier reef,3,Pavona,0.02
9,2008,Oct,19/8/2008,Xueying Han,Nuarei,Barrier reef,3,Pocillopora,0.04
9,2008,Oct,19/8/2008,Xueying Han,Nuarei,Barrier reef,3,Porites,0.02
9,2008,Oct,19/8/2008,Xueying Han,Nuarei,Barrier reef,3,Rubble,0.12
9,2008,Oct,19/8/2008,Xueying Han,Nuarei,Barrier reef,3,Sand,0.46
9,2008,Oct,19/8/2008,Xueying Han,Nuarei,Barrier reef,3,Stegastes Turf,0.02
9,2008,Oct,19/8/2008,Xueying Han,Nuarei,Barrier reef,3,Pavement,0.12
9,2008,Oct,19/8/2008,Xueying Han,Nuarei,Fringing reef,1,Sand,1
9,2008,Oct,19/8/2008,Xueying Han,Nuarei,Fringing reef,2,Cyanophycea,0.04
9,2008,Oct,19/8/2008,Xueying Han,Nuarei,Fringing reef,2,Sand,0.96
9,2008,Oct,19/8/2008,Xueying Han,Nuarei,Fringing reef,3,Cyanophycea,0.02
9,2008,Oct,19/8/2008,Xueying Han,Nuarei,Fringing reef,3,Sand,0.98
9,2008,Oct,20/8/2008,Yannick Chancerelle,Nuarei,Outer slope,1,Millepora,0.02
9,2008,Oct,20/8/2008,Yannick Chancerelle,Nuarei,Outer slope,1,Pocillopora,0.04
9,2008,Oct,20/8/2008,Yannick Chancerelle,Nuarei,Outer slope,1,Dead coral,0.34
9,2008,Oct,20/8/2008,Yannick Chancerelle,Nuarei,Outer slope,1,Halimeda,0.12
9,2008,Oct,20/8/2008,Yannick Chancerelle,Nuarei,Outer slope,1,Rubble,0.2
9,2008,Oct,20/8/2008,Yannick Chancerelle,Nuarei,Outer slope,1,Sand,0.02
9,2008,Oct,20/8/2008,Yannick Chancerelle,Nuarei,Outer slope,1,Pavement,0.26
9,2008,Oct,20/8/2008,Yannick Chancerelle,Nuarei,Outer slope,2,Acropora,0.04
9,2008,Oct,20/8/2008,Yannick Chancerelle,Nuarei,Outer slope,2,Pocillopora,0.06
9,2008,Oct,20/8/2008,Yannick Chancerelle,Nuarei,Outer slope,2,Dead coral,0.24
9,2008,Oct,20/8/2008,Yannick Chancerelle,Nuarei,Outer slope,2,Rubble,0.14
9,2008,Oct,20/8/2008,Yannick Chancerelle,Nuarei,Outer slope,2,Sand,0.04
9,2008,Oct,20/8/2008,Yannick Chancerelle,Nuarei,Outer slope,2,Pavement,0.48
9,2008,Oct,20/8/2008,Yannick Chancerelle,Nuarei,Outer slope,3,Acropora,0.02
9,2008,Oct,20/8/2008,Yannick Chancerelle,Nuarei,Outer slope,3,Pocillopora,0.04
9,2008,Oct,20/8/2008,Yannick Chancerelle,Nuarei,Outer slope,3,Porites,0.02
9,2008,Oct,20/8/2008,Yannick Chancerelle,Nuarei,Outer slope,3,Dead coral,0.36
9,2008,Oct,20/8/2008,Yannick Chancerelle,Nuarei,Outer slope,3,Halimeda,0.1
9,2008,Oct,20/8/2008,Yannick Chancerelle,Nuarei,Outer slope,3,Rubble,0.08
9,2008,Oct,20/8/2008,Yannick Chancerelle,Nuarei,Outer slope,3,Other,0.02
9,2008,Oct,20/8/2008,Yannick Chancerelle,Nuarei,Outer slope,3,Pavement,0.36
9,2008,Oct,13/8/2008,Xueying Han,Pihaena,Barrier reef,1,Porites,0.06
9,2008,Oct,13/8/2008,Xueying Han,Pihaena,Barrier reef,1,Rubble,0.04
9,2008,Oct,13/8/2008,Xueying Han,Pihaena,Barrier reef,1,Sand,0.72
9,2008,Oct,13/8/2008,Xueying Han,Pihaena,Barrier reef,1,Pavement,0.18
9,2008,Oct,13/8/2008,Xueying Han,Pihaena,Barrier reef,2,Porites,0.08
9,2008,Oct,13/8/2008,Xueying Han,Pihaena,Barrier reef,2,Rubble,0.02
9,2008,Oct,13/8/2008,Xueying Han,Pihaena,Barrier reef,2,Sand,0.82
9,2008,Oct,13/8/2008,Xueying Han,Pihaena,Barrier reef,2,Pavement,0.08
9,2008,Oct,13/8/2008,Xueying Han,Pihaena,Barrier reef,3,Sand,0.96
9,2008,Oct,13/8/2008,Xueying Han,Pihaena,Barrier reef,3,Pavement,0.04
9,2008,Oct,13/8/2008,Xueying Han,Pihaena,Fringing reef,1,Porites,0.06
9,2008,Oct,13/8/2008,Xueying Han,Pihaena,Fringing reef,1,Rubble,0.18
9,2008,Oct,13/8/2008,Xueying Han,Pihaena,Fringing reef,1,Sand,0.2
9,2008,Oct,13/8/2008,Xueying Han,Pihaena,Fringing reef,1,Pavement,0.56
9,2008,Oct,13/8/2008,Xueying Han,Pihaena,Fringing reef,2,Porites,0.06
9,2008,Oct,13/8/2008,Xueying Han,Pihaena,Fringing reef,2,Dead coral,0.02
9,2008,Oct,13/8/2008,Xueying Han,Pihaena,Fringing reef,2,Halimeda,0.02
9,2008,Oct,13/8/2008,Xueying Han,Pihaena,Fringing reef,2,Rubble,0.08
9,2008,Oct,13/8/2008,Xueying Han,Pihaena,Fringing reef,2,Sand,0.4
9,2008,Oct,13/8/2008,Xueying Han,Pihaena,Fringing reef,2,Stegastes Turf,0.02
9,2008,Oct,13/8/2008,Xueying Han,Pihaena,Fringing reef,2,Pavement,0.4
9,2008,Oct,13/8/2008,Xueying Han,Pihaena,Fringing reef,3,Montipora,0.04
9,2008,Oct,13/8/2008,Xueying Han,Pihaena,Fringing reef,3,Porites,0.12
9,2008,Oct,13/8/2008,Xueying Han,Pihaena,Fringing reef,3,Synarea,0.04
9,2008,Oct,13/8/2008,Xueying Han,Pihaena,Fringing reef,3,Halimeda,0.04
9,2008,Oct,13/8/2008,Xueying Han,Pihaena,Fringing reef,3,Turbinaria,0.02
9,2008,Oct,13/8/2008,Xueying Han,Pihaena,Fringing reef,3,Rubble,0.12
9,2008,Oct,13/8/2008,Xueying Han,Pihaena,Fringing reef,3,Sand,0.14
9,2008,Oct,13/8/2008,Xueying Han,Pihaena,Fringing reef,3,Stegastes Turf,0.06
9,2008,Oct,13/8/2008,Xueying Han,Pihaena,Fringing reef,3,Pavement,0.42
9,2008,Oct,13/8/2008,Yannick Chancerelle,Pihaena,Outer slope,1,Pocillopora,0.02
9,2008,Oct,13/8/2008,Yannick Chancerelle,Pihaena,Outer slope,1,Dead coral,0.28
9,2008,Oct,13/8/2008,Yannick Chancerelle,Pihaena,Outer slope,1,Rubble,0.26
9,2008,Oct,13/8/2008,Yannick Chancerelle,Pihaena,Outer slope,1,Sand,0.02
9,2008,Oct,13/8/2008,Yannick Chancerelle,Pihaena,Outer slope,1,Pavement,0.42
9,2008,Oct,13/8/2008,Yannick Chancerelle,Pihaena,Outer slope,2,Dead coral,0.28
9,2008,Oct,13/8/2008,Yannick Chancerelle,Pihaena,Outer slope,2,Halimeda,0.02
9,2008,Oct,13/8/2008,Yannick Chancerelle,Pihaena,Outer slope,2,Rubble,0.26
9,2008,Oct,13/8/2008,Yannick Chancerelle,Pihaena,Outer slope,2,Pavement,0.44
9,2008,Oct,13/8/2008,Yannick Chancerelle,Pihaena,Outer slope,3,Synarea,0.02
9,2008,Oct,13/8/2008,Yannick Chancerelle,Pihaena,Outer slope,3,Dead coral,0.22
9,2008,Oct,13/8/2008,Yannick Chancerelle,Pihaena,Outer slope,3,Rubble,0.32
9,2008,Oct,13/8/2008,Yannick Chancerelle,Pihaena,Outer slope,3,Sand,0.04
9,2008,Oct,13/8/2008,Yannick Chancerelle,Pihaena,Outer slope,3,Pavement,0.4
9,2008,Oct,16/8/2008,Xueying Han,Taotaha,Barrier reef,1,Leptastrea,0.02
9,2008,Oct,16/8/2008,Xueying Han,Taotaha,Barrier reef,1,Montipora,0.06
9,2008,Oct,16/8/2008,Xueying Han,Taotaha,Barrier reef,1,Pocillopora,0.02
9,2008,Oct,16/8/2008,Xueying Han,Taotaha,Barrier reef,1,Porites,0.04
9,2008,Oct,16/8/2008,Xueying Han,Taotaha,Barrier reef,1,Napopora,0.06
9,2008,Oct,16/8/2008,Xueying Han,Taotaha,Barrier reef,1,Dead coral,0.02
9,2008,Oct,16/8/2008,Xueying Han,Taotaha,Barrier reef,1,Cyanophycea,0.02
9,2008,Oct,16/8/2008,Xueying Han,Taotaha,Barrier reef,1,Rubble,0.18
9,2008,Oct,16/8/2008,Xueying Han,Taotaha,Barrier reef,1,Sand,0.24
9,2008,Oct,16/8/2008,Xueying Han,Taotaha,Barrier reef,1,Pavement,0.34
9,2008,Oct,16/8/2008,Xueying Han,Taotaha,Barrier reef,2,Montipora,0.02
9,2008,Oct,16/8/2008,Xueying Han,Taotaha,Barrier reef,2,Porites,0.06
9,2008,Oct,16/8/2008,Xueying Han,Taotaha,Barrier reef,2,Dead coral,0.02
9,2008,Oct,16/8/2008,Xueying Han,Taotaha,Barrier reef,2,Rubble,0.12
9,2008,Oct,16/8/2008,Xueying Han,Taotaha,Barrier reef,2,Sand,0.42
9,2008,Oct,16/8/2008,Xueying Han,Taotaha,Barrier reef,2,Stegastes Turf,0.04
9,2008,Oct,16/8/2008,Xueying Han,Taotaha,Barrier reef,2,Pavement,0.32
9,2008,Oct,16/8/2008,Xueying Han,Taotaha,Barrier reef,3,Montipora,0.02
9,2008,Oct,16/8/2008,Xueying Han,Taotaha,Barrier reef,3,Porites,0.02
9,2008,Oct,16/8/2008,Xueying Han,Taotaha,Barrier reef,3,Rubble,0.18
9,2008,Oct,16/8/2008,Xueying Han,Taotaha,Barrier reef,3,Sand,0.5
9,2008,Oct,16/8/2008,Xueying Han,Taotaha,Barrier reef,3,Pavement,0.28
9,2008,Oct,16/8/2008,Xueying Han,Taotaha,Fringing reef,1,Acropora,0.02
9,2008,Oct,16/8/2008,Xueying Han,Taotaha,Fringing reef,1,Montipora,0.04
9,2008,Oct,16/8/2008,Xueying Han,Taotaha,Fringing reef,1,Porites,0.04
9,2008,Oct,16/8/2008,Xueying Han,Taotaha,Fringing reef,1,Turbinaria,0.02
9,2008,Oct,16/8/2008,Xueying Han,Taotaha,Fringing reef,1,Rubble,0.34
9,2008,Oct,16/8/2008,Xueying Han,Taotaha,Fringing reef,1,Sand,0.18
9,2008,Oct,16/8/2008,Xueying Han,Taotaha,Fringing reef,1,Stegastes Turf,0.14
9,2008,Oct,16/8/2008,Xueying Han,Taotaha,Fringing reef,1,Pavement,0.22
9,2008,Oct,16/8/2008,Xueying Han,Taotaha,Fringing reef,2,Montipora,0.1
9,2008,Oct,16/8/2008,Xueying Han,Taotaha,Fringing reef,2,Rubble,0.04
9,2008,Oct,16/8/2008,Xueying Han,Taotaha,Fringing reef,2,Sand,0.78
9,2008,Oct,16/8/2008,Xueying Han,Taotaha,Fringing reef,2,Stegastes Turf,0.04
9,2008,Oct,16/8/2008,Xueying Han,Taotaha,Fringing reef,2,Pavement,0.04
9,2008,Oct,16/8/2008,Xueying Han,Taotaha,Fringing reef,3,Acropora,0.02
9,2008,Oct,16/8/2008,Xueying Han,Taotaha,Fringing reef,3,Montipora,0.04
9,2008,Oct,16/8/2008,Xueying Han,Taotaha,Fringing reef,3,Porites,0.04
9,2008,Oct,16/8/2008,Xueying Han,Taotaha,Fringing reef,3,Synarea,0.06
9,2008,Oct,16/8/2008,Xueying Han,Taotaha,Fringing reef,3,Rubble,0.04
9,2008,Oct,16/8/2008,Xueying Han,Taotaha,Fringing reef,3,Sand,0.62
9,2008,Oct,16/8/2008,Xueying Han,Taotaha,Fringing reef,3,Stegastes Turf,0.02
9,2008,Oct,16/8/2008,Xueying Han,Taotaha,Fringing reef,3,Pavement,0.16
9,2008,Oct,19/8/2008,Yannick Chancerelle,Taotaha,Outer slope,1,Acanthastrea,0.02
9,2008,Oct,19/8/2008,Yannick Chancerelle,Taotaha,Outer slope,1,Pocillopora,0.04
9,2008,Oct,19/8/2008,Yannick Chancerelle,Taotaha,Outer slope,1,Porites,0.02
9,2008,Oct,19/8/2008,Yannick Chancerelle,Taotaha,Outer slope,1,Halimeda,0.1
9,2008,Oct,19/8/2008,Yannick Chancerelle,Taotaha,Outer slope,1,Rubble,0.06
9,2008,Oct,19/8/2008,Yannick Chancerelle,Taotaha,Outer slope,1,Sand,0.02
9,2008,Oct,19/8/2008,Yannick Chancerelle,Taotaha,Outer slope,1,Other,0.02
9,2008,Oct,19/8/2008,Yannick Chancerelle,Taotaha,Outer slope,1,Pavement,0.72
9,2008,Oct,19/8/2008,Yannick Chancerelle,Taotaha,Outer slope,2,Montipora,0.06
9,2008,Oct,19/8/2008,Yannick Chancerelle,Taotaha,Outer slope,2,Pocillopora,0.04
9,2008,Oct,19/8/2008,Yannick Chancerelle,Taotaha,Outer slope,2,Porites,0.06
9,2008,Oct,19/8/2008,Yannick Chancerelle,Taotaha,Outer slope,2,Napopora,0.02
9,2008,Oct,19/8/2008,Yannick Chancerelle,Taotaha,Outer slope,2,Dead coral,0.04
9,2008,Oct,19/8/2008,Yannick Chancerelle,Taotaha,Outer slope,2,Halimeda,0.02
9,2008,Oct,19/8/2008,Yannick Chancerelle,Taotaha,Outer slope,2,Rubble,0.16
9,2008,Oct,19/8/2008,Yannick Chancerelle,Taotaha,Outer slope,2,Pavement,0.6
9,2008,Oct,19/8/2008,Yannick Chancerelle,Taotaha,Outer slope,3,Montipora,0.04
9,2008,Oct,19/8/2008,Yannick Chancerelle,Taotaha,Outer slope,3,Pocillopora,0.06
9,2008,Oct,19/8/2008,Yannick Chancerelle,Taotaha,Outer slope,3,Porites,0.02
9,2008,Oct,19/8/2008,Yannick Chancerelle,Taotaha,Outer slope,3,Dead coral,0.08
9,2008,Oct,19/8/2008,Yannick Chancerelle,Taotaha,Outer slope,3,Halimeda,0.02
9,2008,Oct,19/8/2008,Yannick Chancerelle,Taotaha,Outer slope,3,Rubble,0.04
9,2008,Oct,19/8/2008,Yannick Chancerelle,Taotaha,Outer slope,3,Pavement,0.74
9,2008,Oct,19/8/2008,Xueying Han,Temae,Barrier reef,1,Montipora,0.12
9,2008,Oct,19/8/2008,Xueying Han,Temae,Barrier reef,1,Pocillopora,0.02
9,2008,Oct,19/8/2008,Xueying Han,Temae,Barrier reef,1,Porites,0.24
9,2008,Oct,19/8/2008,Xueying Han,Temae,Barrier reef,1,Synarea,0.02
9,2008,Oct,19/8/2008,Xueying Han,Temae,Barrier reef,1,Rubble,0.04
9,2008,Oct,19/8/2008,Xueying Han,Temae,Barrier reef,1,Sand,0.4
9,2008,Oct,19/8/2008,Xueying Han,Temae,Barrier reef,1,Stegastes Turf,0.06
9,2008,Oct,19/8/2008,Xueying Han,Temae,Barrier reef,1,Pavement,0.1
9,2008,Oct,19/8/2008,Xueying Han,Temae,Barrier reef,2,Montipora,0.14
9,2008,Oct,19/8/2008,Xueying Han,Temae,Barrier reef,2,Porites,0.16
9,2008,Oct,19/8/2008,Xueying Han,Temae,Barrier reef,2,Synarea,0.06
9,2008,Oct,19/8/2008,Xueying Han,Temae,Barrier reef,2,Dead coral,0.02
9,2008,Oct,19/8/2008,Xueying Han,Temae,Barrier reef,2,Rubble,0.1
9,2008,Oct,19/8/2008,Xueying Han,Temae,Barrier reef,2,Sand,0.34
9,2008,Oct,19/8/2008,Xueying Han,Temae,Barrier reef,2,Stegastes Turf,0.04
9,2008,Oct,19/8/2008,Xueying Han,Temae,Barrier reef,2,Pavement,0.14
9,2008,Oct,19/8/2008,Xueying Han,Temae,Barrier reef,3,Montipora,0.3
9,2008,Oct,19/8/2008,Xueying Han,Temae,Barrier reef,3,Porites,0.12
9,2008,Oct,19/8/2008,Xueying Han,Temae,Barrier reef,3,Synarea,0.06
9,2008,Oct,19/8/2008,Xueying Han,Temae,Barrier reef,3,Rubble,0.02
9,2008,Oct,19/8/2008,Xueying Han,Temae,Barrier reef,3,Sand,0.36
9,2008,Oct,19/8/2008,Xueying Han,Temae,Barrier reef,3,Stegastes Turf,0.06
9,2008,Oct,19/8/2008,Xueying Han,Temae,Barrier reef,3,Pavement,0.08
9,2008,Oct,19/8/2008,Xueying Han,Temae,Fringing reef,1,Dictyota,0.02
9,2008,Oct,19/8/2008,Xueying Han,Temae,Fringing reef,1,Halimeda,0.02
9,2008,Oct,19/8/2008,Xueying Han,Temae,Fringing reef,1,Turbinaria,0.02
9,2008,Oct,19/8/2008,Xueying Han,Temae,Fringing reef,1,Sand,0.76
9,2008,Oct,19/8/2008,Xueying Han,Temae,Fringing reef,1,Other,0.12
9,2008,Oct,19/8/2008,Xueying Han,Temae,Fringing reef,1,Stegastes Turf,0.04
9,2008,Oct,19/8/2008,Xueying Han,Temae,Fringing reef,1,Pavement,0.02
9,2008,Oct,19/8/2008,Xueying Han,Temae,Fringing reef,2,Dictyota,0.06
9,2008,Oct,19/8/2008,Xueying Han,Temae,Fringing reef,2,Halimeda,0.02
9,2008,Oct,19/8/2008,Xueying Han,Temae,Fringing reef,2,Padina,0.1
9,2008,Oct,19/8/2008,Xueying Han,Temae,Fringing reef,2,Rubble,0.06
